Size (sq ft),Location,Security,Garage,Floor_Number,Number_of_Rooms,Built_Year,Price (in $1000s)
1394,1,1,0,4,7,1992,224.27
1547,1,1,1,6,10,2005,315.27
1682,0,0,1,8,4,1980,186.82
1658,0,0,1,10,10,2013,230.88
1484,1,0,0,14,5,1988,199.07
812,0,0,1,11,7,2023,165.39
2098,1,1,0,14,9,2003,326.4
1767,1,1,1,9,2,2015,237.63
3342,0,0,0,14,6,1990,291.8
806,1,1,1,7,9,2022,224.18
749,0,0,1,10,9,2007,172.17
690,1,1,1,8,7,1995,179.78
1978,1,0,0,10,3,2021,241.17
3422,1,0,1,12,2,1987,321.83
3645,0,1,1,4,7,2018,412.46
3839,1,0,1,8,3,1995,367.4
3173,0,1,0,10,3,1999,283.54
2054,1,1,1,7,6,2006,287.33
2975,1,0,0,5,7,2016,363.78
793,0,1,0,11,7,2023,143.69
3091,1,1,0,12,3,2021,348.68
2549,1,0,1,7,7,2005,325.08
3129,1,1,0,6,6,1996,353.27
2959,1,1,0,7,4,2024,356.01
810,0,1,1,4,5,2022,147.7
1650,1,1,0,9,10,2024,298.67
1021,0,1,0,6,2,1998,104.29
1208,0,0,0,11,10,1986,185.61
3288,0,0,0,5,7,1994,307.52
3328,0,0,1,13,4,1985,318.25
1816,0,1,0,12,4,2013,182.24
634,0,0,1,9,4,2004,103.18
3026,1,1,1,6,7,1983,387.02
1563,0,1,1,1,7,2010,209.76
2935,0,1,1,10,5,1989,316.5
3677,1,0,0,14,9,2002,413.64
2026,1,0,1,10,2,2018,240.34
3284,1,0,0,6,8,2012,401.68
3856,1,0,1,5,5,1988,410.38
730,1,0,0,10,9,2003,198.47
1958,1,1,0,6,9,2000,285.06
3666,1,1,0,2,2,2021,392.9
3214,1,0,0,3,7,1997,355.52
2665,0,1,0,3,2,2015,235.99
3372,0,0,1,8,9,2016,367.03
1309,1,1,1,13,10,2000,271.41
2269,0,0,0,2,9,2015,280.03
3773,0,1,0,13,6,2013,379.69
2436,0,1,0,1,2,2000,212.25
1212,0,0,1,5,10,1980,175.42
3037,0,0,1,7,9,1991,317.97
1121,0,0,0,7,10,1995,169.53
2543,1,1,1,7,10,2021,391.22
2562,0,1,0,2,5,1996,265.77
3279,1,0,1,4,9,1993,395.41
2877,1,0,1,7,9,1984,361.25
1313,1,0,1,1,2,2014,182.15
2915,0,1,0,5,10,1980,341.8
2179,0,1,1,8,6,1985,268.68
1298,1,0,0,12,10,2021,267.65
3400,0,1,1,3,7,2002,364.14
3111,1,0,0,1,7,2018,362.24
2402,1,1,1,5,7,2002,336.54
1815,0,0,1,7,10,1987,254.87
2858,0,0,0,2,10,2020,343.83
2110,0,0,0,15,5,1981,208.17
3122,0,0,0,1,7,2007,299.28
3043,1,1,1,13,6,1997,355.07
1473,0,0,0,6,5,1993,157.67
3539,0,0,0,1,7,1988,335.64
3339,0,1,1,14,6,2005,365.71
1880,1,1,0,12,4,2016,248.56
3531,0,0,1,15,8,1992,378.51
1007,0,0,1,7,7,2020,182.55
2747,1,0,1,7,8,1986,335.87
3826,1,0,1,5,8,2021,430.54
850,1,0,0,4,6,2013,183.98
1272,1,0,0,8,6,1984,210.12
618,1,0,1,5,3,2009,120.31
2621,1,0,1,8,7,1986,326.36
1986,1,0,0,11,9,1999,286.71
1882,0,0,1,12,9,2021,238.77
2813,0,0,1,5,10,2015,352.04
2128,1,0,1,5,3,2001,250.11
3629,0,0,1,3,10,2009,411.04
2442,0,0,1,10,3,2013,227.43
2602,1,1,1,2,10,2014,394.44
1698,0,0,1,15,5,2015,202.3
1596,1,1,0,13,9,2007,277.51
3133,0,1,1,1,4,1993,324.74
2971,0,0,1,6,7,1999,290.42
578,1,1,1,13,2,1996,118.42
3533,0,1,1,11,9,2006,408.73
2252,1,1,1,1,3,2010,288.84
3451,0,1,1,9,6,2013,373.95
3164,0,1,0,15,6,1980,314.56
1617,1,0,1,10,2,2017,207.72
1628,0,0,0,1,10,2023,247.41
2034,0,1,0,14,10,1983,256.85
1237,1,0,1,11,6,1981,189.04
2692,0,0,1,2,3,2009,242.69
929,1,0,0,9,4,1999,141.69
2456,0,0,1,11,6,1985,234.62
856,0,1,1,3,2,1996,97.15
3760,0,1,0,8,5,1995,359.81
1371,0,0,1,2,9,2011,213.03
1416,0,0,0,12,9,1999,183.5
1590,0,0,0,12,6,2022,195.05
1217,0,0,1,5,7,2012,173.31
3439,0,1,1,14,10,1983,380.56
2325,1,0,1,6,4,1995,287.4
1256,0,0,1,15,10,1997,208.04
3657,1,0,0,7,8,2005,415.59
2973,1,0,0,9,6,2005,355.29
2749,0,0,1,10,6,2022,282.51
1898,1,1,0,12,4,2023,272.7
3909,0,0,0,6,5,1990,343.99
1917,0,0,0,12,9,1990,227.06
2009,0,0,0,9,3,1988,178.69
1233,1,0,1,8,6,1990,218.67
3356,1,1,0,15,8,2020,418.46
990,0,0,1,7,6,1986,142.9
1469,1,0,1,6,5,2010,242.33
3801,0,0,1,2,10,1995,399.05
880,1,0,0,5,4,1989,138
3080,0,0,0,9,7,1982,281.82
1791,0,1,1,3,5,2005,199.25
681,1,1,0,3,9,1985,178.54
2755,0,0,0,11,9,2019,294.94
2167,1,0,0,7,8,2017,302.97
527,0,1,1,6,5,2016,135.84
3729,1,1,0,12,2,1988,361.9
2327,1,0,0,4,8,1980,300.81
785,1,0,1,7,9,2006,189.08
2558,0,0,0,14,7,2019,268.17
1614,0,0,1,5,10,2017,247.86
3072,0,0,0,5,10,1999,343.59
2807,1,1,0,8,5,1984,309.27
569,1,0,1,12,9,1990,165.51
1822,1,1,1,2,7,2017,289.05
1542,0,1,0,5,7,2013,221.48
3669,0,0,1,1,9,2011,409.3
2320,0,1,1,9,3,1995,230.97
620,1,1,1,11,3,1999,146.22
1329,0,0,0,12,2,1993,127.62
1300,0,1,1,13,9,2022,239.99
3481,0,0,1,13,5,2021,345.38
1018,1,1,0,7,4,2011,186.51
1510,0,1,0,6,10,2018,226.48
2019,1,0,1,6,5,1984,258.41
1078,0,1,1,8,2,1998,122.63
3881,1,1,0,8,8,2009,470.43
1331,0,0,1,5,6,2021,171.7
1419,0,0,1,3,2,1991,130.98
1629,1,0,0,7,9,1992,237.54
2934,0,1,1,8,2,1983,271.26
3981,1,0,0,3,3,2003,389.54
2547,0,1,1,3,6,2022,313.77
2062,0,0,1,3,2,2001,189.41
2215,0,1,1,7,6,2020,283.09
1574,0,1,0,10,2,1996,156.25
3932,0,0,1,11,9,2017,432.11
3730,1,0,0,7,5,2021,403.51
1299,1,1,0,6,9,2013,265.39
3764,0,0,0,6,7,2018,387.17
3822,0,1,1,10,10,1989,407.63
3806,0,1,1,9,2,2022,366.39
1021,0,1,1,10,10,2002,206.56
2983,0,0,1,12,3,1983,265.44
2180,1,0,0,11,8,2018,308.03
1391,0,1,1,2,3,2004,147.51
2673,0,0,1,7,4,2024,275.05
2727,0,1,1,3,3,2009,276.28
779,0,0,1,7,3,1991,71.59
3029,0,0,1,11,4,2013,276.13
3161,1,1,0,1,4,2000,335.89
2132,1,0,1,5,6,1999,297.43
3855,1,0,1,8,4,1983,375.55
2218,0,1,1,11,5,1993,230.85
3504,1,0,1,8,10,2014,459.19
2596,0,0,0,8,4,2006,249.88
607,0,0,1,15,7,2014,128.32
767,0,1,0,6,2,1995,103.95
751,1,1,1,10,4,2000,185.07
1530,1,1,0,10,4,1982,226.88
3834,0,1,1,7,2,1996,333.39
3504,1,0,1,14,9,1997,409.14
2458,0,0,1,6,2,2002,223.43
1980,1,1,0,9,7,1989,284.2
1694,0,1,1,14,7,1980,203.83
1485,1,0,0,8,3,1986,193.05
3962,1,0,0,5,2,1983,375.93
3877,0,0,0,3,4,2007,358.34
3134,0,1,1,12,4,1993,301.51
2106,0,1,1,2,5,2012,256.16
3306,0,1,1,15,10,2023,401.4
1567,0,1,1,7,10,1991,255.7
2148,1,1,1,3,2,1998,277.21
2262,0,1,1,8,5,2019,268.21
2386,0,1,1,3,2,2009,227.42
878,0,1,1,14,6,2016,157.89
2958,0,1,1,10,7,2013,345.7
2140,0,0,0,5,6,1986,208.75
3131,0,1,0,3,4,1985,299.23
2343,0,1,1,3,7,2005,272.49
1118,1,1,0,3,6,2015,209.84
2224,1,1,0,10,2,2004,262.95
2793,1,0,0,11,3,2009,302.87
1641,0,0,0,5,3,1988,151.57
736,1,0,1,12,4,1986,137.02
677,0,0,1,13,3,2017,105.54
1438,0,1,0,14,5,2009,158.43
2040,0,0,1,11,3,1996,200.28
2733,0,0,0,6,3,2024,236.82
1133,1,0,0,3,7,1992,208.1
2437,1,0,0,6,2,2004,237.8
2427,1,1,0,14,9,2007,349.88
2003,1,0,0,1,6,1982,246.62
3677,1,1,0,8,6,1997,424.52
3925,1,1,1,1,8,1996,470.29
1801,0,1,0,3,3,1992,164.69
3438,0,1,1,8,5,1983,325.99
3047,0,1,0,12,2,1983,254.31
3566,0,1,1,14,7,1981,359.53
2139,0,0,0,6,6,1982,194.44
1825,1,0,1,10,3,1985,234.73
1623,0,1,0,1,4,1986,174.51
3949,1,1,1,13,9,2016,502.51
2690,1,1,0,9,7,1980,324
1077,1,1,0,9,7,2004,230.71
3967,0,0,1,12,10,2018,435.77
1126,1,1,0,3,8,1985,237.8
560,1,1,0,13,9,2002,188.09
1438,1,1,1,12,7,2008,258.47
3395,0,1,0,12,6,1991,333.84
1393,1,0,0,6,5,1981,173.55
3446,0,1,1,15,5,1999,359.9
2587,1,1,1,4,3,2024,339.45
3559,0,0,1,8,4,1988,328.86
1800,0,0,0,10,8,2021,214.71
1783,1,0,1,10,3,2007,223.79
3333,0,1,1,1,9,2023,381.86
1488,1,0,0,9,6,2020,243.38
1015,0,1,0,4,7,1994,169.68
1631,1,1,0,14,3,1990,215.76
3845,0,1,1,8,8,1995,417.13
1934,0,0,0,14,4,1996,189.57
2752,1,1,1,12,8,2023,382.3
1257,1,1,0,15,9,1984,237.25
1338,1,0,0,7,5,2024,190.21
3175,1,0,0,4,6,1984,353.65
3600,0,1,0,7,8,1993,368.83
1031,1,1,1,9,7,2007,224.92
2934,1,0,0,15,3,2003,317.84
1705,1,1,0,7,5,1983,250.64
1328,0,1,1,15,7,1982,170.42
2298,0,0,0,2,10,1984,255.89
2450,1,0,0,10,5,2005,287.85
1481,0,0,0,6,6,2020,172.52
2734,1,0,1,2,10,2019,361.97
1325,0,1,1,4,6,2014,212.99
3013,0,1,1,5,8,2002,326.6
3195,1,0,1,11,6,2023,381.24
3777,0,1,0,9,6,2002,356.29
2704,1,0,1,12,3,2010,304.39
1631,0,1,1,12,10,1999,237.88
1631,1,1,0,8,9,2022,304.29
3511,1,1,1,13,7,2005,417.91
1806,0,0,0,15,6,2018,204.64
1473,1,1,1,14,8,1996,256.17
1174,0,1,1,4,9,2024,211.86
1776,1,1,0,4,10,2021,324.63
3428,0,0,0,8,5,2021,333.58
3330,0,0,0,12,6,2008,315.9
3505,1,0,0,6,6,1986,384.54
1789,0,1,0,12,7,1987,210.79
3825,0,0,1,4,3,1991,320.73
3970,1,1,1,15,7,1998,448
3839,0,0,1,7,9,1983,371.75
2463,0,0,0,10,9,1980,262.38
1428,1,1,0,8,9,2020,290.13
2673,0,1,1,8,5,2005,284.18
2541,0,1,1,6,10,1982,330.43
3739,0,1,0,8,9,1989,388.87
1467,0,1,1,11,10,1980,210.08
681,0,0,0,4,7,2006,104.52
3939,1,1,1,1,10,2018,493.11
3379,0,0,0,7,10,2014,349.45
924,1,0,0,11,5,2016,176.46
954,0,1,1,14,2,1996,132.09
3388,0,0,0,1,4,1991,300.53
1852,1,0,1,14,7,2019,261.36
3851,0,0,0,15,3,1981,309.19
3458,0,0,1,11,4,2008,332.16
2148,1,1,1,1,5,2007,303.96
1173,0,0,0,14,4,2011,111.59
3985,0,0,1,3,6,2006,400.11
2745,1,0,0,5,8,2011,362.39
2680,1,1,0,1,8,2023,351.75
727,1,1,1,4,4,2015,193.7
3952,1,0,1,10,7,1988,439.41
3279,1,0,0,3,2,1981,326.76
941,0,1,0,11,8,1987,176.12
3770,1,0,0,2,2,2019,374.97
819,0,0,1,5,2,1981,85.03
3028,0,1,0,10,8,2010,348.14
575,1,0,0,2,8,2000,166.95
905,1,0,1,15,10,2005,225.22
519,0,0,0,8,8,2002,97.06
2052,1,1,0,6,7,1996,272.71
1133,1,1,0,3,5,2015,192.85
1815,0,1,0,3,8,2022,247.82
1734,0,0,1,3,3,1998,158.62
2522,1,1,1,15,4,2003,320.62
3445,0,1,1,15,10,2008,383.43
3550,1,1,0,14,5,1995,388.87
2930,1,0,0,9,6,2019,348.69
2530,0,0,1,6,6,2024,288.65
1410,0,1,1,12,10,2015,235.53
3354,0,0,0,9,9,2001,352.81
2864,0,0,0,7,8,1999,309.53
1250,0,0,0,1,9,1990,184.87
1885,1,1,0,5,6,2005,263.53
2954,0,0,0,8,9,1993,323.65
2402,0,0,0,12,9,2009,292.16
2601,1,0,1,3,3,1988,269.76
852,1,0,0,3,7,1985,157.33
3572,1,0,1,10,2,2004,352.13
1188,0,0,0,6,8,1992,177.07
1029,0,1,0,15,3,1992,125.78
1946,1,0,0,1,10,2006,278.14
1986,1,0,1,13,6,2016,263.72
3178,1,1,0,5,9,1985,376.68
3974,0,1,0,9,3,1991,352.57
1708,0,0,0,11,10,1999,222.03
2907,0,0,1,9,9,1991,327.65
2332,0,0,1,7,7,2011,268.33
2937,0,0,0,13,8,2019,322.82
2771,1,1,0,7,2,2007,308.99
1701,0,0,1,10,7,1982,188.52
1622,1,0,1,11,9,1997,259.47
2306,0,0,1,2,3,2016,228.47
2026,0,1,0,1,5,2007,231.17
3653,0,0,1,9,4,2019,363.67
1430,0,0,1,5,9,2012,200.18
2174,1,0,0,1,9,1980,281.15
3923,0,1,0,3,7,2006,396.26
1269,1,0,0,13,6,2011,189.5
950,1,0,0,5,8,1994,205.67
3443,0,0,1,13,5,1986,305.09
3976,1,1,1,2,10,1994,472.18
1047,0,1,1,7,4,2017,145.22
1506,1,0,0,4,2,2011,185.09
2122,0,1,1,1,6,2007,261.67
2113,1,1,0,3,10,1991,336.33
3930,0,0,0,1,3,2008,333.81
714,0,1,0,6,3,1995,91.09
1927,0,0,0,5,5,2017,212.32
2812,0,1,0,11,9,2000,340.58
866,1,0,1,13,8,2002,202.87
3756,0,1,1,3,3,1980,345.05
3419,0,1,1,8,2,2021,313.79
3964,0,0,0,8,4,1987,357.29
1821,1,1,1,14,5,1984,251.02
3530,1,0,1,1,3,2015,357.64
508,0,0,0,9,6,1998,105.12
1422,1,1,1,5,2,2022,213.7
3671,0,0,0,11,2,2020,301.78
1622,1,1,1,10,10,1980,272.98
2761,0,1,0,3,5,1989,271.39
3694,0,1,1,13,7,2021,409.53
3124,0,1,0,11,3,2007,310.43
510,0,1,1,12,8,2022,141.22
2157,1,0,0,15,3,2018,241.93
2113,0,1,1,11,7,1982,263.82
1028,1,1,1,3,4,1991,177.87
3070,1,1,0,8,2,1992,328.83
2726,1,0,0,10,6,1990,314.01
3549,0,1,1,14,10,1982,392.87
525,1,1,1,8,5,2011,186.79
3942,1,0,0,12,10,1983,446.86
722,1,0,1,12,8,2003,206.97
3429,0,1,1,2,3,2015,336.48
2221,1,0,1,9,5,2006,269.12
3699,0,1,0,10,10,2012,401.58
3107,1,0,0,6,10,2023,416.84
1432,0,1,1,3,5,1992,164.43
959,0,1,0,13,8,2011,185.16
662,1,0,0,2,4,1983,104.93
1928,1,1,0,5,8,1989,276.36
3836,0,1,1,6,7,2015,395.34
1306,0,1,0,4,8,2019,195.28
3802,1,0,1,5,9,1997,458.92
3791,0,0,0,6,3,2016,336.05
3735,0,0,1,10,10,2023,418.74
1596,0,1,1,3,2,2013,163.35
3815,0,1,0,9,9,2005,403.64
3976,1,1,1,5,10,1994,482.2
858,1,0,0,1,3,2017,148.18
1264,1,1,0,4,2,2009,169.34
2580,1,1,0,11,7,1997,318.15
1299,1,0,0,12,5,1999,187.02
1136,1,0,1,1,3,1981,168.16
3830,1,0,0,15,5,1980,372.59
862,1,0,0,5,9,2015,223.03
2609,1,0,0,5,7,2018,339.47
2824,1,0,0,10,6,2002,325
2692,0,0,0,8,6,2022,281.06
3251,0,1,1,7,7,2002,352.4
2587,0,1,1,6,5,1995,283.69
2047,1,0,0,12,2,2024,230.33
3975,1,1,0,7,10,1993,459.05
2042,1,1,1,3,3,2012,264.55
1407,1,0,1,12,5,2009,206.85
762,1,0,1,14,8,2020,212.39
2297,0,0,0,9,2,1984,202.46
3645,0,0,0,12,5,2013,352.09
3112,0,0,0,8,7,2002,288.4
821,1,0,0,7,9,1986,203.8
3254,1,1,1,7,4,1985,364.44
772,1,0,0,14,7,2007,189.85
3989,1,0,0,12,3,2021,398.66
831,0,1,1,10,5,2019,130.89
1066,0,0,0,3,5,2011,123.7
790,0,1,1,9,2,1988,100.33
1760,0,0,1,13,5,2024,213.6
1012,1,0,1,7,9,2000,236.78
1233,0,1,0,14,8,2022,214.35
1715,0,0,1,10,9,2001,235.32
2058,1,1,1,6,8,2012,315.82
3230,1,1,1,6,10,2018,439.19
756,1,0,0,9,9,2000,180.62
2968,0,1,0,15,10,2017,339.96
2864,0,0,1,3,2,1981,232.03
2545,1,1,0,8,5,1998,294.64
1013,1,0,0,8,7,2003,182.96
1146,0,0,1,11,4,2017,122.96
2506,0,1,1,1,6,2003,269.95
3367,0,0,0,7,8,2013,345.91
1471,1,0,1,3,4,1980,195.89
3305,0,1,1,15,9,2018,370.84
2122,0,1,0,12,7,2016,252.39
1058,1,0,1,1,2,2000,159.3
2477,0,0,1,10,8,1992,256.82
2582,1,1,1,10,10,1989,367.56
3108,0,0,0,15,4,1993,280.04
3735,0,1,1,1,6,2021,397.99
3728,1,0,0,12,3,1997,367.87
3012,1,0,1,11,8,2022,387.51
2284,1,1,0,3,5,2019,314.25
3625,0,1,1,9,7,2004,371.95
734,1,0,0,15,5,2004,167.86
3371,1,0,1,2,8,1992,395.19
1936,0,1,0,5,2,2005,197.23
2606,1,1,0,3,6,2002,314.67
3337,0,1,1,15,7,2019,370.82
1134,1,0,0,11,6,1996,179.67
2097,0,1,0,4,3,2001,206.48
906,1,0,1,3,10,1997,240.66
2451,1,0,1,15,9,1987,312.1
3843,0,1,0,14,2,2019,330.15
831,1,1,0,11,9,2014,217.35
1155,1,1,1,2,8,1982,255.73
3070,1,0,0,7,10,2011,376.41
1315,0,0,0,7,3,1990,99.83
2242,1,0,0,10,6,2006,278.87
2951,1,0,1,7,2,2002,300.93
1719,1,1,0,10,2,2016,217.7
563,1,0,0,10,6,2021,138.55
634,1,0,1,11,7,1999,174.03
2278,1,0,1,3,6,2022,304.97
613,0,0,0,13,7,1993,86.77
2917,1,0,0,4,2,1995,277.8
3239,1,0,1,7,8,2013,412.16
3355,1,0,0,7,9,2004,381.3
2680,0,1,0,8,10,1993,304.72
1735,1,1,0,3,5,1997,240.06
3906,0,1,0,11,4,2010,346.46
2884,0,1,1,5,10,1999,347.74
2451,1,0,0,14,9,2001,304.1
889,1,0,0,11,5,1991,145.52
990,1,1,0,3,3,2013,158.07
3648,0,0,0,7,10,2009,403.64
3831,1,0,0,8,7,1991,391.56
2154,1,1,1,10,7,2005,334.04
3606,1,1,0,5,3,2001,372.69
2831,0,1,1,14,9,2020,366.23
2102,1,1,1,1,10,1998,342.39
1803,1,0,1,10,10,1986,303.54
3437,1,0,1,15,4,1990,359.42
505,1,1,1,9,10,2016,207.59
1336,0,1,1,9,3,1998,178.31
2085,1,1,1,5,6,1992,306.6
2209,1,0,0,1,5,2021,259.75
3859,0,1,1,6,6,2024,415.66
3011,1,0,1,9,2,2003,313.68
2707,0,0,0,15,7,2003,278.16
3653,0,1,0,13,7,1982,365.61
566,1,0,1,6,4,2016,129.9
1603,1,0,0,8,6,2014,230.47
3630,0,1,1,3,8,2008,407.43
952,1,1,0,13,7,1999,188.32
830,1,0,0,3,9,1992,196.81
2291,0,0,1,6,8,1980,249.64
1056,0,0,0,2,5,2002,133.52
1537,1,1,1,2,5,2010,231.97
2516,0,0,0,12,3,1998,203.93
2718,1,1,0,7,8,2014,358.13
1593,0,1,0,11,9,2017,234.09
3539,1,0,0,6,4,1992,359.42
2826,0,0,1,3,6,1991,289.44
732,0,1,0,13,9,1990,159.91
644,1,0,1,2,2,1999,142.71
1699,1,1,1,6,2,1980,226.42
976,1,1,0,8,5,2008,194.1
992,1,0,1,4,8,1983,209.68
1188,0,0,0,9,6,1994,128.45
3751,0,0,1,12,6,2004,358.55
3961,1,1,1,15,6,2003,434.01
759,0,1,1,2,3,1987,111.79
3244,0,0,1,6,6,2011,334.89
3835,0,0,1,5,3,2011,344.52
2791,0,1,1,8,9,2011,331
774,1,0,1,7,2,2021,156.31
1618,1,0,1,1,7,1980,238.05
2776,1,1,1,9,5,1983,334.78
2432,1,1,1,3,8,2022,347.57
2263,1,0,0,13,8,2020,321.31
2420,0,1,0,7,9,2006,287.56
3614,0,0,0,1,9,2019,394.84
3747,0,0,1,13,2,2010,321.02
3762,0,1,1,2,3,1993,349.95
2547,1,1,1,15,9,2002,362.36
965,1,1,1,9,5,2001,198.19
2940,0,1,1,5,10,2008,370.59
1159,1,1,1,10,6,2013,251.54
2015,0,1,1,4,5,1980,227.31
1661,1,0,1,9,4,2003,241.37
2011,0,0,0,13,4,2001,169.51
2506,0,1,0,1,3,2016,228.88
2664,0,0,1,12,4,2011,279.71
3515,1,1,1,2,10,2007,443.86
1495,1,0,0,5,4,1982,171.03
3529,1,0,1,6,5,2009,393.08
959,0,0,1,15,9,2018,178.28
3166,0,0,0,8,8,2016,316.81
1014,0,1,1,1,5,2013,147.92
3959,1,1,0,3,10,2021,474.52
898,1,1,1,14,4,2006,168.99
1858,1,0,0,9,2,2020,215
3278,1,0,0,2,6,1995,368.01
3740,1,0,0,2,4,1990,356.09
2600,0,1,1,13,7,2001,319.81
3914,1,1,0,15,5,2003,412.35
2685,1,1,0,1,7,2012,350.48
2943,1,0,0,15,6,2007,345.1
621,1,1,1,6,5,2007,157.92
500,1,1,0,9,4,2003,149.28
3668,1,0,1,7,9,1990,423.05
3759,1,0,1,2,6,2011,407.91
3612,1,0,1,9,4,1995,361.66
2895,0,0,0,13,3,2007,236.15
3899,1,1,0,14,3,1993,389.21
3950,0,0,0,14,5,1981,336.49
1889,0,0,1,13,3,1995,179.73
2319,1,1,1,4,7,2021,353.09
1929,0,1,0,9,4,1982,188.24
2517,1,0,1,7,3,1999,278.07
2541,1,0,1,12,9,1992,359.77
2530,0,0,0,8,2,1981,205.03
3688,0,1,1,14,5,1982,358.68
3959,0,1,0,2,7,2019,422.07
3718,0,0,1,4,10,2013,409.21
3444,1,0,0,12,2,1988,322.36
2526,0,0,1,13,2,2010,223.21
1989,0,1,1,7,6,2002,257.59
2798,0,0,1,7,5,2001,259.79
1765,1,1,1,2,6,2021,268.96
507,0,1,0,11,2,2022,62.67
1453,0,0,0,13,2,1981,121.72
1894,1,1,1,5,5,2019,281.14
1892,0,0,0,5,5,2013,198.77
2359,0,1,0,3,3,2000,224.22
1754,0,0,0,7,8,1993,205.44
1628,1,0,1,9,2,1985,192.5
1005,0,0,1,1,2,2009,94.51
1917,1,0,1,3,6,1987,273.48
3880,1,1,0,14,8,2002,454.21
2088,0,1,0,10,6,1985,226.15
944,1,1,1,1,4,1995,184.89
1948,0,0,1,15,5,2012,226.74
2695,1,0,1,3,5,2006,327.07
3918,1,1,1,1,10,2015,504.31
3725,1,1,0,4,5,1986,412.61
2837,0,1,1,9,3,2018,285
2064,0,1,0,7,3,1999,202.39
1518,0,1,0,2,4,1981,162.51
1292,1,0,0,7,10,1998,257.42
3973,1,1,0,9,10,1990,474.45
1984,1,1,1,15,2,2016,260.91
904,0,1,0,10,4,2019,118.27
2196,1,1,0,2,7,1990,281.61
2861,0,0,1,12,7,2021,315.07
1462,0,0,0,8,8,2007,171.26
3485,1,1,1,8,8,1985,429.27
2901,1,1,0,13,2,2010,318.82
1829,1,0,0,8,5,1989,228
645,0,0,1,7,10,1992,137.55
2234,1,0,0,8,10,2013,322.2
1935,0,1,0,11,6,2009,243.28
1722,0,1,1,7,6,1985,197.84
2139,1,0,1,15,9,2021,325.92
2246,0,0,1,1,5,2002,249.35
3305,0,1,1,10,8,1991,365.75
3053,1,1,0,4,4,1992,328.3
1538,1,1,1,2,7,1991,269.17
2766,0,0,1,5,7,1998,299.52
2089,1,1,0,7,8,1997,310.95
1007,0,0,0,4,9,2002,161.82
2191,0,1,0,5,9,1995,274.84
1187,1,0,0,4,7,1992,184.3
1099,0,1,1,15,6,2016,191.02
629,1,1,1,10,3,1982,141.09
2881,0,1,0,4,2,1991,251.96
684,0,1,0,13,7,1995,123.05
3975,1,0,0,2,5,2014,411.71
763,1,0,0,13,7,1991,148.98
2744,1,1,1,14,8,2002,375.02
2224,0,1,0,10,4,1987,208.18
2269,1,0,0,12,6,2018,305.65
2862,0,0,1,6,4,2015,266.1
525,0,1,0,13,10,2019,169.62
2196,0,1,1,8,10,1987,300.74
1429,1,0,1,14,6,2019,246.74
2627,0,1,0,2,7,1984,267.5
662,1,1,0,9,7,1993,167.83
2884,0,0,0,10,3,2003,232.01
3887,0,1,1,4,8,2012,438.56
1709,0,0,1,5,4,1997,170.16
3145,0,0,1,13,10,2015,346.04
907,0,1,0,10,4,1984,122.18
860,1,1,0,9,4,2003,153.32
750,0,1,0,15,6,1988,109.11
2259,0,0,1,14,2,1982,198.58
2264,0,1,0,15,7,1989,265.74
3218,0,1,0,7,6,1996,323.11
3159,0,1,1,3,3,1995,287.77
1197,0,1,0,4,10,2015,194.7
3047,0,0,1,14,2,1999,267.87
3663,1,0,1,5,7,2015,419.82
2190,0,1,1,14,10,1997,291.33
3821,1,1,1,12,9,2009,452.92
3026,1,0,0,1,9,2020,375.7
2234,1,0,1,10,3,2022,262.45
3551,1,1,0,7,7,2009,433.79
3957,0,0,0,2,10,2004,387.87
2998,0,1,0,10,8,1982,305.23
2119,1,1,0,3,7,2014,299.26
2408,0,1,0,9,8,1993,261.33
2981,1,0,1,8,2,1986,316.82
1497,0,1,0,13,4,1996,184.43
3788,1,0,0,6,9,2009,444.35
1925,0,0,1,10,4,1983,185.95
2129,0,1,0,14,10,1983,264.35
3984,1,0,1,10,9,2013,459.18
1425,0,0,1,10,6,2020,204.4
3082,1,0,0,5,2,2020,315.47
3962,0,1,1,7,7,2000,396.82
2739,1,1,1,5,7,2001,367.48
978,0,1,0,7,6,2009,160.95
3475,0,0,1,9,7,2008,356.43
1829,1,0,0,10,6,1998,258.27
2087,1,0,1,10,5,2006,284.35
3203,0,0,0,5,9,1999,342.32
1703,1,0,1,11,9,2006,288.7
2691,0,1,0,1,5,2009,265.01
2207,0,0,1,6,3,2019,208.73
793,0,0,1,4,4,2020,103.2
1764,1,1,1,13,8,2022,319.65
500,1,0,1,11,2,2018,114.57
1646,1,0,0,11,8,2017,244.15
1450,0,1,1,9,9,1995,222.11
3192,1,0,1,10,5,1997,362.81
504,1,1,0,12,10,1986,173.02
1157,0,1,1,4,4,1989,141.16
2220,1,0,1,12,2,1984,253.76
1164,0,1,0,15,10,2006,201.52
534,0,1,1,5,3,1986,72.5
1476,1,0,0,5,4,2012,192.19
1406,1,1,0,10,10,2014,271.26
3598,0,0,1,9,4,2004,321.66
2635,1,1,1,2,6,1987,317.91
3164,1,1,1,4,3,1994,352.92
853,1,0,1,13,6,1983,169.01
3351,0,1,1,8,10,1995,381.66
1569,0,1,1,4,7,1984,222.25
2654,0,0,0,13,7,1982,269.15
1048,0,0,0,10,3,2008,121.43
1933,0,0,0,3,6,2005,216.44
1183,0,1,1,15,8,1983,208.64
2145,0,1,1,13,5,1991,253.17
672,0,1,0,14,8,2006,134.73
606,1,0,0,12,2,1995,87.17
